id,texts,labels,PREPROCESSED_texts
5622,arkadaşlar bu bildiğiniz jiletten bile kötü tüy almıyor kısaltıyor  kesik kesik kalıyor yüzünüzede kesinlikle kullanmayın derim çünkü daha sert ve daha gür çıkartır yani sakal sahibi olursunuz kafası karışık olanlara sesleniyorum çok berbat almıyor kısaltıyor ,negative,arkadaşlar bu bildiğiniz jiletten bile kötü tüy almıyor kısaldırıyor eksik eksik kalıyor yüzünüze de kesinlikle kullanmayın derim çünkü daha sert ve daha gür çıkartır yani sakal sahibi olursunuz kafası karışık olanlara sesleniyorum çok berbat almıyor kısaltıyor
5623,hamilelik dolayısıyla epilasyon uygulayamayanlar için gayet kullanışlı ,negative,hamilelik dolayısıyla epilasyon uygulayamayanlar için gayet kullanışlı
5624,öncelikle hızlı gonderim icin hepsiburadaya teşekkürler. urun fatirasi izerinde olmadi nedeniyle teslim alan kisinin bu kismida ne aldigimi görmesi hosuma gitmedi. bu gibi urunlerde faturayi kutunun icinde olmasi daha iyi olur. bunun dışında urun reklamina kanmayın hic alakasi yok. ,negative,öncelikle hızlı gönderim için hepsiburadaya teşekkürler . ürün faturası izerinde olmadı nedeniyle teslim alan kişinin bu kısmı da ne aldığımı görmesi hoşuma gitmedi . bu gibi ürünlerde faturayı kutunun içinde olması daha iyi olur . bunun dışında ürün reklamına kanmayın hiç alakası yok .
5625,kasları şekillendirmek için çok kullanışlı değil.  kaşın üst bölümünü reklamdaki gibi yapabilmek için kursu olmalı. kökleri olduğu gibi kaldığı için yüz bölgesi için tavsiye etmem.,negative,kasları şekillendirmek için çok kullanışlı değil . kasın üst bölümünü reklamdaki gibi yapabilmek için kurs olmalı . kökleri olduğu gibi kaldığı için yüz bölgesi için tavsiye etmem .
5626,tek güzel yanı uzun tüyleri kısaltmak kökleri kalıyor oda tüylerin yeni çıkmak üzere olduğu bir görüntü sağlıyor reklamlara kanmayın.,negative,tek güzel yani uzun tüyleri kısaldırmak kökleri kalıyor oda tüylerin yeni çıkmak üzere olduğu bir görüntü sağlıyor reklamlara kanmayın .
5627,gerçekten iyi yorumlara aldanıp aldım. ama oldukça pişman oldum. çünkü kökünden aldığı yok. kökleri kalıyor ve iğrenç bi görünüm bırakıyor. resmen pembe ve beyaza boyanmış erkek traş makinesi. kesinlikle almanızı önermiyorum. bir yıldızı bile hak etmiyor.,negative,gerçekten iyi yorumlara aldanıp aldım . ama oldukça pişman oldum . çünkü kökünden aldığı yok . kökleri kalıyor ve iğrenç bir görünüm bırakıyor . resmen pembe ve beyaza boyanmış erkek traş makinesi . kesinlikle almanızı önermiyorum . bir yıldızı bile hak etmiyor .
5628,"ürünü alırken dikkat etmemiştim, depilasyon cihazıymış. aynı hataya düşmeyin isterim. kılları kökünden almıyor, tek seferde almıyor. bazen kötü yorumları olan ürünleri, ""belki de öyle değildir, belki yanılmışlardır"" diye alırdım. bunu da öyle aldım, ama yanılmışım. i̇nanın bir puan dahi vermek istemiyorum. benzer işi yapan cihazları daha uygun fiyatlara alabilirsiniz diye düşünüyorum.",negative,"ürünü alırken dikkat etmemiştim , epilasyon cihazıymış . aynı hataya düşmeyin isterim . kılları kökünden almıyor , tek seferde almıyor . bazen kötü yorumları olan ürünleri , "" belki de öyle değildir , belki yanılmışlardır "" diye alırdım . bunu da öyle aldım , ama yanılmışım . inanın bir puan dahi vermek istemiyorum . benzer işi yapan cihazları daha uygun fiyatlara alabilirsiniz diye düşünüyorum ."
5629,"reklamında yapılan kadar bir performans yok ne yazık ki, sadece yüz bölgesinde işe yarar, diğer kısımlar sabır çatlatan cinsten uğraştırıyor, sadece acil durumlarda kullanılabilecek bir aparat diyorum.",negative,"reklamında yapılan kadar bir performans yok ne yazık ki , sadece yüz bölgesinde işe yarar , diğer kısımlar sabır çatlatan cinsten uğraştırıyor , sadece acil durumlarda kullanılabilecek bir aparat diyorum ."
5630,reklamda gosterilen kadar kullanisli degil kiltukaltini alirken bi kac kere de aliyir ayni yeri.yuzde de ole tek seferde tuyleri almiyor.gereksiz bi urun ,negative,reklamda gösterilen kadar kullanışlı değil koltukaltını alırken bir kaç kere de alıyor aynı yeri . yüzde de öyle tek seferde tüyleri almıyor . gereksiz bir ürün
5631,yüz için iyi fakat bikini ve koltukaltı kötü..jilet kullan yada ağda yap daha iyi biraz pişman oldum,negative,yüz için iyi fakat bikini ve koltukaltı kötü . . jilet kullan yada ağda yap daha iyi biraz pişman oldum
5632,memnun kaldım. kargo teslimi ve ürü içeriği ile ilgili aksilik olmadı.teşekkür ederim.,negative,memnun kaldım . kargo teslimi ve uru içeriği ile ilgili aksilik olmadı . teşekkür ederim .
5633,"bir tane bile tüyü almadi, kırıp atıyor...",negative,"bir tane bile tüyü olmadı , kırıp atıyor ..."
5634,denildiği kadr da acısız değil zarif ve şık görüntüsü var ona sözüm yok ama diğerleri gibi canımı acıttı çok fazla farkı yok kablosu baya uzun ama alınmayacak ürün de değil,negative,denildiği kadar da acısız değil zarif ve şık görüntüsü var ona sözüm yok ama diğerleri gibi canımı acıttı çok fazla farkı yok kablosu baya uzun ama alınmayacak ürün de değil
5635,çok da iyi sayılmaz...,negative,çok da iyi sayılmaz ...
5636,asla anlatıldığı kadar hızlı atış yapmıyor,negative,asla anlatıldığı kadar hızlı atış yapmıyor
5637,"ürünü yaklaşık 3 sene kullandım, aynı üründen iki tane olduğu için hepsinde olduğunu sandığım bir dezavantajı kablolu çalışması ve kablosunun olur olmaz her an çıkması, ayrıca biri iki biri üç sene sonunda her ikisi de bozuldu, çok ucuza alınan epilasyon aletlerini senelerce kullanan kişiler varken bu kadar pahada, braun gibi kaliteli bir markanın ürününün garantisi biter bitmez bozulması bir eksi puan ",negative,"ürünü yaklaşık 3 sene kullandım , aynı üründen iki tane olduğu için hepsinde olduğunu sandığım bir dezavantajı kablolu çalışması ve kablosunun olur olmaz her an çıkması , ayrıca biri iki biri üç sene sonunda her ikisi de bozuldu , çok ucuza alınan epilasyon aletlerini senelerce kullanan kişiler varken bu kadar pahada , braun gibi kaliteli bir markanın ürününün garantisi biter bitmez bozulması bir eksi puan"
5638,kullanmak için dikkat ve zaman lazım. yorucu bir alet. biraz daha rahat kullanımlı birşeyler iyi olurdu.,negative,kullanmak için dikkat ve zaman lazım . yorucu bir alet . biraz daha rahat kullanımlı birşeyler iyi olurdu .
5639,çok memnun kalacağımı düşünerek aldım fakat eski makinemde braun idi çok memnundum değiştirme zamanım geldiği için değiştirdim. böyle olacağını bilsem değiştirmezdim. resmen tüyleri kıla çevirdi. daha sert çıkartmaya başladı. hiç memnun değilim.,negative,çok memnun kalacağımı düşünerek aldım fakat eski makinemde braun idi çok memnundum değiştirme zamanım geldiği için değiştirdim . böyle olacağını bilsem değiştirmezdim . resmen tüyleri kıla çevirdi . daha sert çıkartmaya başladı . hiç memnun değilim .
5640,kıllarınız çok güçlüyse denemeyin öle bi acı şekli yok ,negative,kıllarınız çok güçlüyse denemesenize öyle bir acı şekli yok
5641,i̇nce kıllar için fena deil. ,negative,ince kıllar için fena değil .
5642,"daha önce braun epilatör kullanmıştım,eski modellerinden performansı iyiydi.bu model pek hoşuma gitmedi.çok güçsüz çalışıyor,tüyleri bırakıyor.özellikle bu markayı seçmiştim ama umduğum gibi çıkmadı.",negative,"daha önce braun epilatör kullanmıştım , eski modellerinden performansı iyiydi . bu model pek hoşuma gitmedi . çok güçsüz çalışıyor , tüyleri bırakıyor . özellikle bu markayı seçmiştim ama umduğum gibi çıkmadı ."
5643,ilk denememde kol altında etimi bıçağının arasına sıkıştırdı hemde bi kaç kez onun dışında ayaklarda kullanımı fena değil ışığının olmasıda işinizi kolaylaştırıyor,negative,ilk denememde kol altında etimi bıçağının arasına sıkıştırdı hem debi kaç kez onun dışında ayaklarda kullanımı fena değil ışığının olması da işinizi kolaylaştırıyor
5644,"5185 kodlu, young lady isimli bir ürün geldi ancak silk epil 5 serisi değil. iade edip, değişim istedim. umarım bu sefer doğru gelir.",negative,"5185 kodlu , young lady isimli bir ürün geldi ancak silk pil 5 serisi değil . iade edip , değişim istedim . umarım bu sefer doğru gelir ."
5645,fena değil eski braun daha iyidi.ürün eksik geldi.firmaya mail atarak ve telefonla arayarak derdimi anlatmama rağmen 20 gündür hala cevap alamadım.,negative,fena değil eski braun daha iyidir . ürün eksik geldi . firmaya mail atarak ve telefonla arayarak derdimi anlatmama rağmen 20 gündür hala cevap alamadım .
5646,beklediğim kalitede degil,negative,beklediğim kalitede değil
5647,kullanımı rahat değil,negative,kullanımı rahat değil
5648,"blu 3 daha uzun ömürlü kullanım imkanı sunuyor ve daha iyi traş ediyor kanaatindeyim. üründen memnun kalmadım. daha 5 traşta pörsüme ve traşta kesmemezlik başladı. sabah traş oluyorum öğleden sonra sakallarım elime batıyor. nasıl iştir anlamadım. belli ki iyi kesmiyor. halbuki blu 3 daha uzun ömürlü idi, 15-20 kere traş olabiliyordum. ve gün boyu traş keyfini sürüyordum.",negative,"blu 3 daha uzun ömürlü kullanım imkanı sunuyor ve daha iyi traş ediyor kanaatindeyim . üründen memnun kalmadım . daha 5 trasta pörsüme ve trasta kesmemezlik başladı . sabah traş oluyorum öğleden sonra sakallarım elime batıyor . nasıl iştir anlamadım . belli ki iyi kesmiyor . halbuki blu 3 daha uzun ömürlü idi , 15-20 kere traş olabiliyordum . ve gün boyu traş keyfini sürüyordum ."
5649,ben aldim eli̇me ulaşti ama bana eski̇ biçaklarin konforunu vermedi̇ yada bana öyle geldi̇ belki̇,negative,ben aldım elime ulaştı ama bana eski bıçakların konforunu vermedi yada bana öyle geldi belki
5650,markanın hakkını vermiyor yüzümde küçük kanamalar oluştu vede hiç konforlu bir tıraş hissi yaşayamadım marka isminin hakkını veremiyor sadece piyasadan daha ucuz fakay kalitesiz,negative,markanın hakkını vermiyor yüzümde küçük kanamalar oluştu ve de hiç konforlu bir tıraş hissi yasayamadım marka isminin hakkını veremiyor sadece piyasadan daha ucuz fakat kalitesiz
5651,ürünün zamaninda elime ulaşması güzel yanliz ürün 2016 ürünü degil 2015 uretimi.,negative,ürünün zamanında elime ulaşması güzel yanlız ürün 2016 ürünü değil 2015 üretim .
5652,ürün hızlı bir şekilde fakat daha önce hiç yaşamadığım şeyi 4. traşta yaşadım. her zaman ters şekildede vururum mach3ü fakat bu ürün yüzümü hiç bir sivilce vs. olmamasına rağmen kesik kesik yaptı.,negative,ürün hızlı bir şekilde fakat daha önce hiç yaşamadığım şeyi 4. trasta yaşadım . her zaman ters şekilde de vururum mach3ü fakat bu ürün yüzümü hiç bir sivilce vs. olmamasına rağmen kesik kesik yaptı .
5653,"kesinlikle, zorlasan bile kesmiyor cildi.. bu konuda pes dedirtti, traş çok başarılı ancak pek alışıldık olmadığından al şmak zaman alıyor ",negative,"kesinlikle , zorlaşan bile kesmiyor cildi . . bu konuda pes dedirtti , traş çok başarılı ancak pek alışıldık olmadığından al aşmak zaman alıyor"
5654,"ürün genel anlamda iyi, ancak metal kısmı suyla temas edince kısa sürede paslanıyor. bu da sıkıntı verici bir durum.",negative,"ürün genel anlamda iyi , ancak metal kısmı suyla temas edince kısa sürede paslanıyor . bu da sıkıntı verici bir durum ."
5655,ürün görseline dikkat edin ikili ürünmüş  gibi fakat tek geliyor. ikinci ürünü indirimli almak için paket seçeneklerinden seçmek gerekiyormuş.ürün kullanışlı iyi ,negative,ürün görseline dikkat edin ikili ürünülmüş gibi fakat tek geliyor . ikinci ürünü indirimli almak için paket seçeneklerinden seçmek gerekiyormuş . ürün kullanışlı iyi
5656,ürünü 27 ekimde sipariş verdim. 21 kasımda teslim edildi artık siparişimi de unutmuştum. gerisini size bırakıyorum.,negative,ürünü 27 ekimde sipariş verdim . 21 kasımda teslim edildi artık siparişimi de unutmuştum . gerisini size bırakıyorum .
5657,"önceki modeli fusion ile aynı yapıda tek artısı 4lü başlık gelmesi fusion olanlar traş makinası almak yerine fusiona başlık almaları daha iyi olur. her şeyi aynı bu modelde mikrotarak yok, sadece yazısı farklı. i̇lla alacak iseniz mikrotaraklısını alın.",negative,"önceki modeli fusion ile aynı yapıda tek artısı 4lü başlık gelmesi fusion olanlar traş makinası almak yerine fusiona başlık almaları daha iyi olur . her şeyi aynı bu modelde mikroparak yok , sadece yazısı farklı . illa alacak iseniz mikrotaraklısını alın ."
5658,"duş jeli aldım, lehim kalemi geldi süpersin hepsiburada.com ",negative,"duş jeli aldım , lehim kalemi geldi süpersin hepsiburada.com"
5659,pek iyi çıkmadı. eski modellere göre. ama yine de alınabilir,negative,pek iyi çıkmadı . eski modellere göre . ama yine de alınabilir
5660,hepsiburadaya teşekkür ederim ürünü aldım geri iade ettim çünkü ürünü beğenmedim...bana kalırsa bu ürünü önermem ama hepsi buradadan gözünüz kapalı alışveriş yapın derim.,negative,hepsiburadaya teşekkür ederim ürünü aldım geri iade ettim çünkü ürünü beğenmedim ... bana kalırsa bu ürünü önermem ama hepsiburadadan gözünüz kapalı alışveriş yapın derim .
5661,"eşim beğenmedi. para çöpe gitti. sadece bir epilasyon başlığı var. cücüt spa sı diye verdikleri başlık bir işe yaramaz, çok dayanıklı değil. yüz peelingi için verilen kısım da bir işe yaramaz, çok dayanıksız. almayın derim.",negative,"eşim beğenmedi . para çöpe gitti . sadece bir epilasyon başlığı var . cücük spa si diye verdikleri başlık bir işe yaramaz , çok dayanıklı değil . yüz peelingi için verilen kısım da bir işe yaramaz , çok dayanıksız . almayın derim ."
5662,şarjı bittikten sonra şarja takınca çalışmıyor. işiniz yarım kalabilir.,negative,şarjı bittikten sonra şarja takınca çalışmıyor . işiniz yarım kalabilir .
5663,memnun kalmadım. cımbız ya da ipin yerini tutmuyor. kullanımı zaman alıyor ,negative,memnun kalmadım . cımbız ya da ipin yerini tutmuyor . kullanımı zaman alıyor
5664,"epilasyon konusunda beklendiği şekilde işini görüyor fakat temizleme başlığını cildimi pırıl pırıl yapar gibi düşünmeyin . dönme hareketi yapmıyor , sadece küçük bir titreşim hareketi . kullandıktan sonra siyah noktam kalmaz artık falan sananlar yanılır . ciltte yaptığı reaksiyona gelince : eğer cildiniz hassassa, yüzünüzdeki tüyleri kökünden çekip çıkardığı için sivilceye neden oluyor . i̇lk gün kızarıklık gibi , daha sonra ise sivilceler ortaya çıkıyor . dokunmadan beklemek sabretmek gerekiyor . pilinden şikayet etmeye lüzum yok . sanırım arkadaşlar kumanda gibi pili takıp yıllarca kullanmak istiyorlar . sadece epilasyon içinse ayda bir kullılacağı için uzun süre gider ama fırçası içinse eh işte .iyi yanlarından biri yıkanabilir olması diğeri de küçük olması . almayı düşünen arkadaşlara bir tavsiyem de indirimde almaları . ayda bir kere tüm yüze epilasyon fiyatıyla zaten birkaç ayda fiyatını çıkartıyor . ",negative,"epilasyon konusunda beklendiği şekilde işini görüyor fakat temizleme başlığını cildimi pırıl pırıl yapar gibi düşünmeyin . dönme hareketi yapmıyor , sadece küçük bir titreşim hareketi . kullandıktan sonra siyah noktam kalmaz artık falan sananlar yanılır . ciltte yaptığı reaksiyona gelince : eğer cildiniz hassassa , yüzünüzdeki tüyleri kökünden çekip çıkardığı için sivilceye neden oluyor . ilk gün kızarıklık gibi , daha sonra ise sivilceler ortaya çıkıyor . dokunmadan beklemek sabretmek gerekiyor . pilinden şikayet etmeye lüzum yok . sanırım arkadaşlar kumanda gibi pili takıp yıllarca kullanmak istiyorlar . sadece epilasyon içinse ayda bir kullılacağı için uzun süre gider ama fırçası içinse eh işte . iyi yanlarından biri yıkanabilir olması diğeri de küçük olması . almayı düşünen arkadaşlara bir tavsiyem de indirimde almaları . ayda bir kere tüm yüze epilasyon fiyatıyla zaten birkaç ayda fiyatını çıkartıyor ."
