id,texts,labels,PREPROCESSED_texts,TOPIC_PREPROCESSED_texts,KEYWORDS_PREPROCESSED_texts,KEYWORDS_texts
4902,"- tek anlamadığım bizzat google' ın ürettiği bu cihaz için, neden kendisinin bir yayınlama programı yapmadığıdır. abuk sabuk yazılımlarla cihazı kontrol etmeye çalışıyoruz, hepside ücretli..",negative,tek anlamadığım bizzat googleın ürettiği bu cihaz için neden kendisinin bir yayınlama programı yapmadığıdır abuk sabuk yazılımlarla cihazı kontrol etmeye çalışıyoruz hepsi de ücretli,38,"[('cihaz', 1.0), ('kendisinin', 1.0), ('ücretli', 1.0)]","[('yayınlama programı yapmadığıdır', 9.0), ('hepside ücretli', 4.0), ('cihaz', 1.0), ('kendisinin', 1.0)]"
4903,eğer elektronikten biraz anlıyorsanız sizi üzmez. haftada bir çökmesini saymazsak iyi makine. ,negative,eğer elektronikten biraz anlıyorsanız sizi üzmez haftada bir çökmesini saymazsak iyi makine,13,"[('üzmez haftada', 4.0)]","[('üzmez', 1.0), ('haftada', 1.0)]"
4904,android tabanlı olduğu için bazen uygulama hatası veriyor mesela kanal değiştiremiyorsun. açılışta kırmızı tuş+2+2 yaptığında cihaz fabrika ayarlarına dönüyor. her şey siliniyor. cc.cam ip tv ne varsa yeniden kuracaksın.  kanal listesini usb ye yedekleyeceksin yoksa baştan taratmak zorunda kalırsın. ,negative,android tabanlı olduğu için bazen uygulama hatası veriyor mesela kanal değiştiremiyorsun açılışta kırmızı tuş + + yaptığında cihaz fabrika ayarlarına dönüyor her şey siliniyor cccim ip tv ne varsa yeniden kuracaksın kanal listesini usb ye yedekleyeceksin yoksa baştan taratmak zorunda kalırsın,21,"[('android tabanlı olduğu', 9.0)]","[('android tabanlı olduğu', 9.0), ('cam ip tv', 9.0), ('varsa yeniden kuracaksın', 9.0), ('şey siliniyor', 4.0)]"
4905,ayrıca fiyatı çok yükselmiş ben yazın buradan hediye çeki indirimiyle 480 tlye almıştım filbox hediyeli.  ,negative,ayrıca fiyatı çok yükselmiş ben yazın buradan hediye çeki indirimiyle tlye almıştım filbox hediyeli,39,"[('ayrıca fiyatı', 4.0), ('yükselmiş', 1.0)]","[('ayrıca fiyatı', 4.0), ('yükselmiş', 1.0)]"
4906,wi-fi çekim gücü çok zayıf. aldığım gibi iade ettim. modeminiz televizyonun hemen yanındaysa sorun yok. ama 3-5 metre uzaksa kesinlikle wi-fi çekmiyor. ,negative,wifi çekim gücü çok zayıf aldığım gibi iade ettim modeminiz televizyonun hemen yanındaysa sorun yok ama metre uzaksa kesinlikle wifi çekmiyor,29,"[('wifi çekim gücü', 9.0), ('zayıf aldığım', 4.0)]","[('wi-fi çekim gücü', 9.0), ('iade ettim', 4.0), ('zayıf', 1.0), ('aldığım', 1.0)]"
4907,google play store den yükleme yapılmıyor. android sistemi çalışmıyor. cihazın ısınma sorunu var. beklediğimi karşılamadı. güncellemeler yetersiz. daha iyi olabilirdi,negative,google playstore den yükleme yapılmıyor android sistemi çalışmıyor cihazın ısınma sorunu var beklediğimi karşılamadı güncellemeler yetersiz daha iyi olabilirdi,6,"[('iyi olabilirdi', 4.0)]","[('android sistemi çalışmıyor', 9.0), ('beklediğimi karşılamadı', 4.0), ('güncellemeler yetersiz', 4.0), ('iyi olabilirdi', 4.0)]"
4908,bir daha anladık ki teknik özellik önemli değil. deneyim önemli. herşeyi açıyor mu açıyor. youtube desen yok var da yok de kumandadan bas bir saniye sonra tepki veriyor. ben kullanıyorum bu parayı verdiğim için ama memnun değilim. bir hatırlatma yapayım bu cihaz piyasadaki en iyi cihazlardan. diğer android media playerları siz düşünün artık,negative,bir daha anladık ki teknik özellik önemli değil deneyim önemli herşeyi açıyor mu acıyor youtube desen yok var da yok de kumandadan baş bir saniye sonra tepki veriyor ben kullanıyorum bu parayı verdiğim için ama memnun değilim bir hatırlatma yapayım bu cihaz piyasadaki en iyi cihazlardan diğer android media Player'leri siz düşünün artık,37,"[('kumandadan baş', 4.0), ('parayı verdiğim', 4.0), ('memnun değilim', 4.0), ('hatırlatma yapayım', 4.0), ('cihaz piyasadaki', 4.0), ('düşünün artık', 4.0), ('anladık', 1.0), ('yok', 1.0), ('kullanıyorum', 1.0)]","[('deneyim önemli', 4.0), ('kumandadan bas', 4.0), ('parayı verdiğim', 4.0), ('memnun değilim', 4.0), ('hatırlatma yapayım', 4.0), ('cihaz piyasadaki', 4.0), ('iyi cihazlardan', 4.0), ('düşünün artık', 4.0), ('herşeyi açıyor', 3.5), ('açıyor', 1.5)]"
4909,zidoo x9s yaklaşık bir aydır kullanmaya çalışıyorum niye aldım diye kendi kendime kızıyorum önce kullandığım popcorn-c200 var yazılım desteğini kestiler oda çöp oldu.,negative,zidoo xs yaklaşık bir aydır kullanmaya çalışıyorum niye aldım diye kendi kendime kızıyorum önce kullandığım popcornc var yazılım desteğini kestiler oda çöp oldu,47,"[('zidoo xs yaklaşık', 9.0), ('aydır kullanmaya çalışıyorum', 9.0), ('aldım', 1.0)]","[('zidoo x9s yaklaşık', 9.0), ('aydır kullanmaya çalışıyorum', 9.0), ('aldım', 1.0)]"
4910,zidoo x9s kendine özgü bir yazılımı yok sıradan bir android 6.0 işletim sistemi var fotoğraf geçişleri çok yavaş birde müzik eklersen donup kalıyor.,negative,zidoo xs kendine özgü bir yazılımı yok sıradan bir android işletim sistemi var fotoğraf geçişleri çok yavaş birde müzik eklersen donup kalıyor,41,"[('yazılımı yok sıradan', 9.0)]","[('yazılımı yok sıradan', 9.0), ('android 6', 1.0)]"
4911,media center adında dosya yöneticisi var ondada film ve fotoğraf ön izleme yok.,negative,media center adında dosya yöneticisi var onda da film ve fotoğraf ön izleme yok,44,"[('film', 1.0)]",[]
4912,aldığıma coook pişman oldum.ozellikle zil sesleri fiyasko.ben bunun daha önce farklı bir serisini kullanmıştım.cok memnunum.bu da aynıdır diye düşündüm ama yanildim.ozellikle zil sesleri çok ciliz ses çıkarıyor ve secenek çok az.t telefon çalıyor zil sesini zor duyuyoruz.,negative,aldığıma çok pişman oldumozellikle zil sesleri fiyaskoben bunun daha önce farklı bir serisini kullanmıştımcok Memnun'umu da aynıdır diye düşündüm ama yanildimozellikle zil sesleri çok cılız ses çıkarıyor ve seçenek çok azt telefon çalıyor zil sesini zor duyuyoruz,1,"[(""serisini kullanmıştımcok memnun'umu"", 9.0), ('yanildimozellikle zil sesleri', 9.0), ('cılız ses çıkarıyor', 9.0), ('önce farklı', 4.0), ('aldığıma', 1.0), ('aynıdır', 1.0), ('düşündüm', 1.0), ('seçenek', 1.0)]","[('ozellikle zil sesleri', 9.0), ('ciliz ses çıkarıyor', 9.0), ('önce farklı', 4.0), ('serisini kullanmıştım', 4.0), ('cok memnunum', 4.0), ('aynıdır', 1.0), ('düşündüm', 1.0), ('yanildim', 1.0), ('secenek', 1.0)]"
4913,anneme aldım fakat sesi cok az cıkıyor. ,negative,anneme aldım fakat sesi çok az çıkıyor,4,"[('az çıkıyor', 4.0)]",[]
4914,"panasonic markasına güvenerek ürünü sipariş ettim, bu sefer kargo firması beni şaşırttı hızlı teslimat yaptılar.",negative,panasonic markasına güvenerek ürünü sipariş ettim bu sefer kargo firması beni şaşırttı hızlı teslimat yaptılar,6,"[('sefer kargo firması', 9.0)]","[('sefer kargo firması', 9.0)]"
4915,"cihazı hatta takıp kullanmaya başladım, kesinlikle alınabilir, parasını fazlasıyla hak ediyor, sesi ve çekim mesafesi iyi .ev ve iş yerleri için ideal..",negative,cihazı hatta takıp kullanmaya başladım kesinlikle alınabilir parasını fazlasıyla hak ediyor sesi ve çekim mesafesi iyi ev ve iş yerleri için ideal,22,"[('iş yerleri', 4.0), ('ideal', 1.0)]","[('çekim mesafesi iyi', 9.0), ('kesinlikle alınabilir', 4.0), ('iş yerleri', 4.0), ('sesi', 1.0), ('ideal', 1.0)]"
4916,"görüntüsü çok şık ama ekrandaki yazılar çok iç içe, zil sesi çok az yan odadan duyamazsın. i̇ade ettim...",negative,görüntüsü çok şık ama ekrandaki yazılar çok iç içe zil sesi çok az yan odadan duyamazsın ifade ettim,37,"[('ekrandaki yazılar', 4.0), ('görüntüsü', 1.0), ('şık', 1.0)]","[('ekrandaki yazılar', 4.0), ('iç içe', 4.0), ('zil sesi', 4.0), ('i̇ade ettim', 4.0), ('görüntüsü', 1.0), ('şık', 1.0)]"
4917,i̇yi tlfn,negative,iyi telefon,34,"[('iyi telefon', 4.0)]","[('i̇yi tlfn', 4.0)]"
4918,ürünü elime tam 6 günde ulaştırdılar. telefon tam bir rezalet sesi 5 mt den zor duyuluyor. fiyat performans açısından 0 puan. tambir zaman ve para kaybı,negative,ürünü elime tam günde ulaştırdılar telefon tam bir rezalet sesi mt den zor duyuluyor fiyat performans açısından puan tamir zaman ve para kaybı,22,"[('para kaybı', 4.0)]","[('telefon tam', 4.0), ('tambir zaman', 4.0), ('para kaybı', 4.0)]"
4919,kullandıkça dış yüzeyi çabuk eskidi. çekim mesafesi de daha iyi olabilirdi. bebek izleme özelliğini kullanamadım. onun dışında güzel telefon denilebilir..,negative,kullandıkça dış yüzeyi çabuk eskidi çekim mesafesi de daha iyi olabilirdi bebek izleme özelliğini kullanamadım onun dışında güzel telefon denebilir,21,[],"[('çekim mesafesi', 4.0), ('iyi olabilirdi', 4.0)]"
4920,öncelikle telefon gerçekten işe yarar...kumanda olarak kullanmakta biraz zorlanabilirsiniz ama bir kez alıştınızmı deyimi yerindeyse peynir keser gibi oluyor...menzile gelince dairemiz yaklaşık 120 metrekare ve heryerden çekiyor sadece bizim daireyle kalmayıp yaklaşık 10 metre ötede olan dairenin en uç salonundan dahi çekiyor yani ii bir tercih.,negative,öncelikle telefon gerçekten işe yararkumanda olarak kullanmakta biraz zorlanabilirsiniz ama bir kez alıştınız mı deyimi yerindeyse peynir keser gibi oluyormenzile gelince dairemiz yaklaşık metrekare ve heryerden çekiyor sadece bizim daireyle kalmayıp yaklaşık metre ötede olan dairenin en uç salonundan dahi çekiyor yani ii bir tercih,32,"[('heryerden çekiyor sadece', 8.0), ('uç salonundan', 4.0), ('çekiyor', 2.0), ('tercih', 1.0)]","[('heryerden çekiyor sadece', 8.0), ('uç salonundan', 4.0), ('çekiyor', 2.0), ('oluyor', 1.0), ('tercih', 1.0)]"
4921,ev telefonu çok kullanılmıyor fakat kullanmadığınız bir ürüne bu kadar verilmesine gerek yok daha uygun fiyatlı ürünleri alabilirsiniz. geldiğinde farkına vardım telefonun sesi oldukça az anne babaya alıyorsanız veya evde duyma sıkıntısı olan var ise duyulması zor.. belirttiğim gibi aksesuar gibi olacağından ne kadar ucuz o kadar iyi ...,negative,ev telefonu çok kullanılmıyor fakat kullanmadığınız bir ürüne bu kadar verilmesine gerek yok daha uygun fiyatlı ürünleri alabilirsiniz geldiğinde farkına vardım telefonun sesi oldukça az anne babaya alıyorsanız veya evde duyma sıkıntısı olan var ise duyulması zor belirttiğim gibi aksesuar gibi olacağından ne kadar ucuz o kadar iyi,48,"[('kullanılmıyor fakat kullanmadığınız', 9.0), ('duyulması zor belirttiğim', 9.0), ('ev telefonu', 4.0), ('ürüne', 1.0), ('aksesuar', 1.0), ('olacağından', 1.0)]","[('kullanılmıyor fakat kullanmadığınız', 9.0), ('ev telefonu', 4.0), ('duyulması zor', 4.0), ('ürüne', 1.0), ('belirttiğim', 1.0), ('aksesuar', 1.0), ('olacağından', 1.0)]"
4922,"ürünü bi süredir kullanıyorum yazıları çok şekilsiz ve okunaksız ,sesi 5. sevyede bile çok az çıkıyor arka ışığı sarı eski ampüller gibi yanıyor,tavsiye etmiyorum...",negative,ürünü bir süredir kullanıyorum yazıları çok şekilsiz ve okunaksız sesi seviyede bile çok az çıkıyor arka ışığı sarı eski ampuller gibi yanıyortavsiye etmiyorum,32,"[('süredir kullanıyorum yazıları', 9.0), ('yanıyortavsiye etmiyorum', 4.0), ('ürünü', 1.0), ('şekilsiz', 1.0)]","[('sevyede bile', 4.0), ('tavsiye etmiyorum', 4.0), ('şekilsiz', 1.0), ('okunaksız', 1.0), ('sesi 5', 1.0), ('yanıyor', 1.0)]"
4923,yazıları anlaşılır değil harfler seçilmiyo ve ses seviyesi son kademede olmasına rağmen az çıkıyo,negative,yazıları anlaşılır değil harfler seçilmiyor ve ses seviyesi son kademede olmasına rağmen az çıkıyor,38,[],[]
4924,"telefonun  zil sesi ayar kademeleri yetersiz, son kademeye alınsada az zil sesi çıkıyor, telefon defterine kayıt için ekranda çıkan harfler net ve anlaşılır değil, ekranda biraz küçük.",negative,telefonun zil sesi ayar kademeleri yetersiz son kademeye alınsa da az zil sesi çıkıyor telefon defterine kayıt için ekranda çıkan harfler net ve anlaşılır değil ekranda biraz küçük,29,[],"[('telefon defterine kayıt', 9.0), ('ekranda biraz küçük', 9.0), ('anlaşılır değil', 4.0)]"
4925,"ürünü henüz teslim aldım ve kullanmaya başladım. görsel olarak güzel görünen bu telefon işlevsel olarak tatmin etmiyor. menü kullanım zorluğu ve özellikle görüşme sırasındaki sesin kalitesizliği ve cızırtı, satın aldığıma pişman olmama sebep oldu. bu paraya değmez, tavsiye etmem.",negative,ürünü henüz teslim aldım ve kullanmaya başladım görsel olarak güzel görünen bu telefon işlevsel olarak tatmin etmiyor menü kullanım zorluğu ve özellikle görüşme sırasındaki sesin kalitesizliği ve cızırtı satın aldığıma pişman olmama sebep oldu bu paraya değmez tavsiye etmem,13,[],"[('menü kullanım zorluğu', 9.0), ('kullanmaya başladım', 4.0), ('paraya değmez', 4.0), ('tavsiye etmem', 4.0), ('cızırtı', 1.0)]"
4926,"ürün bir saat önce elime geçti ilk izlenim olarak karşı tarafın sesi biraz az geliyor gibi şimdilik başka bir sıkıntı yok,gayet kibar  fenerbahçe marşı çalması ayrı bir hava katıyor",negative,ürün bir saat önce elime geçti ilk izlenim olarak karşı tarafın sesi biraz az geliyor gibi şimdilik başka bir sıkıntı yokgayet kibar fenerbahçe marşı çalması ayrı bir hava katıyor,22,"[('şimdilik başka', 4.0), ('hava katıyor', 4.0), ('ürün', 1.0)]","[('şimdilik başka', 4.0), ('sıkıntı yok', 4.0), ('hava katıyor', 4.0), ('ürün', 1.0)]"
4927,alalı 1 yıl oldu.telefon bozuldu.ve muattap bulamıyorum.hepsiburada.comda yardımcı olmuyor.bu markayı üreten firma batmış deniliyor.ne web sitesi ne telefon numaraları aktif.eğer hepsiburada.com beni mağdur ederse  şikayet edicem.,negative,alalı yıl oldutelefon bozulduve muhatap bulamıyorumhepsiburadacomda yardımcı olmuyordu markayı üreten firma batmış deniliyorne web sitesi ne telefon numaraları aktifeler Hepsiburada'cım beni mağdur ederse şikayet edeceğim,7,[],"[('comda yardımcı olmuyor', 9.0), ('telefon numaraları aktif', 8.5), ('telefon bozuldu', 4.5), ('muattap bulamıyorum', 4.0), ('web sitesi', 4.0), ('eğer hepsiburada', 3.5), ('hepsiburada', 1.5), ('com', 1.0)]"
4928,ürünü yeni aldım fenerli olarak bi tek marş güzel telefon ahize sesi çok az duyuluyor ve devamlı cızıltı yapıyor tavsiye etmem,negative,ürünü yeni aldım fenerli olarak bir tek marş güzel telefon ahize sesi çok az duyuluyor ve devamlı cızıltı yapıyor tavsiye etmem,44,"[('az duyuluyor', 4.0)]","[('az duyuluyor', 4.0)]"
4929,dect özelliği yok artık dect özelliğini neden eklemiyorlar anlamıyorum ve renkleri tutmamış diğer takımların renkleri daha ii mazleme kaliteside vasatın altında tafsiye etmem,negative,dert özelliği yok artık dert özelliğini neden eklemiyorlar anlamıyorum ve renkleri tutmamış diğer takımların renkleri daha ii malzeme kalitesi de vasatın altında tavsiye etmem,32,"[('ii malzeme kalitesi', 9.0), ('eklemiyorlar anlamıyorum', 4.0)]","[('eklemiyorlar anlamıyorum', 4.0)]"
4930,takım logosu taşıdığı için fiyatınının yüksek olması anlaşılır ancak cihazın dect olmaması büyük bir eksiklik. ,negative,takım logosu taşıdığı için fiyatının yüksek olması anlaşılır ancak cihazın dert olmaması büyük bir eksiklik,13,"[('takım logosu taşıdığı', 9.0), ('eksiklik', 1.0)]","[('takım logosu taşıdığı', 9.0), ('eksiklik', 1.0)]"
4931,türk telekom da artık sabit hatlardan sms alıp gönderme hizmetini sağlıyorken bu cihazla bunu yapamamak bütük eksiklik. umarım dect özellikli bir üst modelini çıkarırlar.,negative,türk telekom da artık sabit hatlardan sms alıp gönderme hizmetini sağlıyorken bu cihazla bunu yapamamak büyük eksiklik umarım dert özellikli bir üst modelini çıkarırlar,41,"[('üst modelini çıkarırlar', 9.0), ('türk telekom', 4.0), ('cihazla', 1.0)]","[('yapamamak bütük eksiklik', 9.0), ('umarım dect özellikli', 9.0), ('üst modelini çıkarırlar', 9.0), ('türk telekom', 4.0), ('cihazla', 1.0)]"
4932,"profesyonel amaçlı kullanılamaz, ancak evde bulunsun diye alınabilecek bir ürün.",negative,profesyonel amaçlı kullanılamaz ancak evde bulunsun diye alınabilecek bir ürün,24,"[('alınabilecek', 1.0), ('ürün', 1.0)]","[('profesyonel amaçlı kullanılamaz', 9.0), ('ancak evde bulunsun', 9.0), ('alınabilecek', 1.0), ('ürün', 1.0)]"
4933,fiyatına göre gayet iyi aparatları matkap ucları murç keski ve mandren almaya kalksan bi dünya para ama makina profesyonellere hitap etmiyor ben bi tane yaktim ısınma sorunu var. kısa süreli işler için gayet ideal,negative,fiyatına göre gayet iyi aparatları matkap uçları murç keski ve Madre'n almaya kalksan bir dünya para ama makina profesyonellere hitap etmiyor ben bir tane yaktım ısınma sorunu var kısa süreli işler için gayet ideal,22,"[(""madre'n almaya kalksan"", 9.0), ('dünya para', 4.0), ('gayet ideal', 4.0)]","[('kısa süreli işler', 9.0), ('gayet ideal', 4.0)]"
4934,delici veya matkap olarak süper yanında gelen uçlarda çok iyi fakat kırma işlemi yaparken ısınıyor ve zorlamaya gelmez kendi ağırlığıyla kırma yapılır kuvvet uygularsanız fazla bastırırsanız  bozulur fiyatına göre fena değil,negative,delici veya matkap olarak süper yanında gelen uçlarda çok iyi fakat kırma işlemi yaparken ısınıyor ve zorlamaya gelmez kendi ağırlığıyla kırma yapılır kuvvet uygularsanız fazla bastırırsanız bozulur fiyatına göre fena değil,1,"[('delici', 1.0)]","[('delici', 1.0)]"
4935,bu ürününü alalı iki sene oldu.amatör kullanıcılar icin fena degil.kendi evinin tamirini yapanlar icin ideal bir ürün.fiyatına göre tavsiye ederim..,negative,bu ürününü alalı iki sene olduamatör kullanıcılar için fena değillendi evinin tamirini yapanlar için ideal bir ürünfiyatına göre tavsiye ederim,9,"[('sene olduamatör kullanıcılar', 9.0), ('ürününü alalı', 4.0), ('ideal', 1.0)]","[('ürününü alalı', 4.0), ('sene oldu', 4.0), ('ürün', 1.0)]"
