id,texts,labels,PREPROCESSED_texts,SENTIMENT_PREPROCESSED_texts,TOPIC_PREPROCESSED_texts,LANG_PREPROCESSED_texts
907,sivrisinek konusunda hiçbir işe yaramıyor. prize takılı olduğu kapının üzerinde sivrisinek vardı. kapı priz arası 1 mt. diğer haşereler hakkında birşey soyleyemeyecegim.,negative,sivrisinek konusunda işe yaramıyor prize takılı kapının üzerinde sivrisinek kapı priz arası mt haşereler hakkında söyleyemeyeceğim,negative,0,tr
908,evimde fare yada sinek şikayetim yoktu sadece mutfakta böcek oluyordu onun için aldım. böcekler üzerinde en ufak bir etkisi yok böceklerin üstüne çıkıp halay çekemediği kaldı o derece. neyseki sorunu buldum mutfaktaki lavobo giderinden geliyolarmış giderin çevresini silikonladım sorun çözüldü. böcek için almayın fare ve sineği bilmem.,negative,evimde fare yada sinek şikayetim yoktu sadece mutfakta böcek oluyordu aldım böcekler üzerinde ufak etkisi yok böceklerin üstüne çıkıp halay çekemediği kaldı derece neyse ki sorunu buldum mutfaktaki lavabo giderinden geliyorlarmış giderin çevresini silikonladır sorun çözüldü böcek almayın fare sineği bilmem,negative,4,tr
909,gözle görülür bişey yok yaklaşık bir aya yakın zamandır kullanıyorum kış ayında olmamıza rağmen ortalıkta böcekler dolaşıyor hemde iki adet takılı acaba yazın kertenkele veya böcek fare nasıl koyacak bilmiyorum inşaallah faydası olabilir...,negative,gözle görülür bir şey yok yaklaşık aya yakın zamandır kullanıyorum kış ayında olmamıza ortalıkta böcekler dolaşıyor hem de adet takılı yazın kertenkele böcek fare koyacak bilmiyorum inşaallah faydası olabilir,negative,2,tr
910,hi̇ç bi̇r i̇şe yaramiyor.günlerdi̇r takili ama heryerde si̇nekler ci̇ri̇t atiyor.,negative,hiç bir işe yaramıyorgünlerdi̇r takılı heryerde sinekler ci̇ri̇t atıyor,negative,0,tr
911,2 gündür kullanıyoruz havallar soğuduğu zaman bakalım fareler eve geleçekmi.güzel bir gece lambası şu anda ??,negative,gündür kullanıyoruz havalar soğuduğu zaman bakalım fareler eve geleçekmigüzel gece lambası anda,negative,0,tr
912,"ürünü kullanalı daha 4 gün oldu ama evin içindeki küçük kelebekler (güve) deniliyor bazı yörelerde, evin içinden çok pencerelere yakın kalmaya başladılar sanınrım bir kaç gün daha acık kalırsa ev temizlenecek gibi duruyor.",negative,ürünü kullanalı gün evin içindeki küçük kelebekler güve deniyor yörelerde evin içinden pencerelere yakın kalmaya başladılar sanırım gün açık kalırsa ev temizlenecek duruyor,negative,3,tr
913,eh iyi sayılır. sesi daha az olsaydı,negative,eh iyi sayılır sesi olsaydı,negative,2,tr
914,ses konusunda terettut etmiştim ama inanin çalıştığını anlamıyorum gerek yanında uçan sineklerden gerek sessizliğinden ben açılıp açılmadığinin nasıl olduğunu anlayamadım halaaaa.,negative,ses konusunda terettut etmiştim inanın çalıştığını anlamıyorum yanında uçan sineklerden sessizliğinden açılıp açılmadığının anlayamadım hala,negative,0,tr
915,uçan böcek ve sinekleri evin içinden dışarı kovmuyor.,negative,uçan böcek sinekleri evin içinden dışarıya kovmuyor,negative,3,tr
916,çok ses çıkarıyor ve 1 sene içinde arızalandı. hepsiburada.com üzerinden arızaya gönderince de param iade edildi ürünü ses den dolayı önermiyorum ama hepsiburada.com arıza süreci çok güzel teşekkür ediyorum.,negative,ses çıkarıyor sene arızalandı Hepsiburada'cım üzerinden arızaya gönderince param iade edildi ürünü ses den önermiyorum Hepsiburada'cım arıza süreci güzel teşekkür ediyorum,negative,1,tr
917,ürün o kadar çok ses çıkartıyor ki ürünü denemekten bile vaz geçtim  böcekler ve sineklerin üzerinde etkisini bilmem ama insanlar üzerinde çok etkili rahatsız edici bir ses çıkartıyor,negative,ürün ses çıkartıyor ürünü denemekten vaz geçtim böcekler sineklerin üzerinde etkisini bilmem insanlar üzerinde etkili rahatsız edici ses çıkartıyor,negative,1,tr
918,bu ürün den aldim. findik fareleri̇ne bi̇le etki̇si̇ yok,negative,ürün den aldım fındık farelerine bile etki̇si̇ yok,negative,4,tr
919,ortalikta ci̇ri̇t atiyorlar. belki̇ tarla yada lağim fareleri̇ne etki̇ yapar. si̇nekler üzeri̇ne konuyor. aldatmaca işiği yanip sönüyor. yanliz gece lambasi olarak kullanabi̇li̇rsi̇ni̇z.,negative,ortalıkta cı̇ri̇t atıyorlar belki tarla yada lağım farelerine etki yapar sinekler üzerine konuyor aldatmaca ışığı yanıp sönüyor yanlız gece lambası kullanabi̇li̇rsi̇ni̇z,negative,4,tr
920,bu üründen kısa sürede bir etki göremedim ama kullanmaya devam edeceğim.umarım yazılanlar kadar etki sağlar.kara sinekler üzerinde etkisi yok diyebilirim.diğer canlılar için denemeye devam etmeğe değer diye düşünüyorum.,negative,üründen kısa sürede etki göremedim kullanmaya devam edeceğimumarım yazılanlar etki sağlarkara sinekler üzerinde etkisi yok diyebilirimdiğer canlılar denemeye devam etmeye değer düşünüyorum,negative,4,tr
921,"aldığımdan buyana yaklaşık iki hafta oldu.hamam böceği için almıştım.şimdi böcekleri görmüyorum.ayrıca sinek,örümcek ve karınca sorunumda çözüldü.teşekkürler emeği geçen herkese.",negative,aldığımdan buyana yaklaşık hafta olduramam böceği almıştımşimdi böcekleri görmüyorumayrıca sinekörümcek karınca sorunumda çözüldüteşekkürler emeği geçen,negative,3,tr
922,ürünü aldım 3 hafta sonra cihaz kendiliğinden bozuldu.evdede karıncalardan geçilmiyor.almanızı tavsiye etmem.,negative,ürünü aldım hafta cihaz kendiliğinden bozulduevdede karıncalardan geçilmiyoralmanızı tavsiye etmem,negative,4,tr
923,ürünü aldım kullanıyorum sinekler üzerinde kesinlikle hiçbir etkisi yok.fareler konusunda henüz bir deneyim yaşamadım.ama sinek için alacaksanız eğer üzerine  konuyorlar bilginiz olsun.,negative,ürünü aldım kullanıyorum sinekler üzerinde kesinlikle etkisi yokfareler konusunda deneyim yaşamadımama sinek alacaksanız üzerine konuyorlar bilginiz,negative,1,tr
924,daha önce başka siteden aldım altı aydır pirizde takılı bir etki göremedim etkisi azdır diye bir tane daha alıp deneyeceğim,negative,başka siteden aldım aydır prizde takılı etki göremedim etkisi azdır tane alıp deneyeceğim,negative,4,tr
925,ürünün üstünde gece lambası özelliği güzel. zaten o özellik dışında bir artısı yok fare sinek kovması diye bişey yok sinekler üstüne konuyor.,negative,ürünün üstünde gece lambası özelliği güzel özellik dışında artısı yok fare sinek kovması bir şey yok sinekler üstüne konuyor,negative,4,tr
926,ürün ne kadar etkili daha pek anlaşılmadı ancak bizim karıncalar pek takmıyor gibi... sinek veya fareler için bekleyip görmekte fayda var...,negative,ürün etkili anlaşılmadı karıncalar takmıyor sinek fareler bekleyip görmekte fayda,negative,4,tr
927,arkadaslar kesinlikle hiçbir faydası yok. sakın alıpta paranıza çöpe atmayın.karıcalar için almıştım boş yere aldım sanki buna nispet ortalarada daha fazla gezmeye başladılar,negative,arkadaşlar kesinlikle faydası yok sakın kalıpta paranıza çöpe atmayınkarıcalar almıştım boş yere aldım nispet ortalarda fazla gezmeye başladılar,negative,0,tr
928,ürünü yeni teslim aldık ve kullanmaya başladık. etkisini zaman gösterecek. yorumları okuyarak sipariş verdim. ürün faydalı olacaksa bu fiyata kaçmaz.,negative,ürünü yeni teslim aldık kullanmaya başladık etkisini zaman gösterecek yorumları okuyarak sipariş verdim ürün faydalı olacaksa fiyata kaçmaz,negative,2,tr
929,ürünü tavsi̇ye etmi̇yorum ! vasatin altinda !,negative,ürünü tavsiye etmiyorum vasatın altında,negative,0,tr
930,fiyatını hak etmiyor şarjı çok çabuk bitiyor,negative,fiyatını hak etmiyor şarjı çabuk bitiyor,negative,2,tr
931,bunun kadar elektrik yakan makine görmedim,negative,elektrik yakan makine görmedim,negative,1,tr
932,ürün değerine göre güzel kullnışlı,negative,ürün değerine güzel kullanışlı,negative,1,tr
933,uzatma hortumlarını takmak tam bir eziyet. çünkü çok çukurda. diğer yönlerden güzel,negative,uzatma hortumlarını takmak eziyet çukurda yönlerden güzel,negative,0,tr
934,çok kaliteli ama kesinlikle kız çocukları için :) oyuncak gibi küçücük,negative,kaliteli kesinlikle kız çocukları oyuncak küçücük,negative,4,tr
935,oyuncak tavadan farkı yok maalesef,negative,oyuncak tavadan farkı yok maalesef,negative,0,tr
936,ama kalitesi idare eder bence,negative,kalitesi idare eder bence,negative,2,tr
937,beden xxl ama l'den bir farkı yok,negative,beden xl den farkı yok,negative,4,tr
938,94 kiloyum xl  bol geldi. kaliteli bi ürün deği soguğu geciriyor,negative,kiloyum xl bol geldi kaliteli bir ürün değil soğuğu geçiriyor,negative,4,tr
939,parasına göre idare eder ama bilsem almazdım kararı siz verin.bence üç beş daha fazla verip hakiki termal içlik alın derim diğer üst alt olan takımını da aldım onda aynı..,negative,parasına idare eder bilsem almazdım kararı verinbence fazla verip hakiki termal içlik alın derim üst alt takımını aldım onda aynı,negative,4,tr
940,ürü i̇yi̇ ama bedeni̇ni̇ aliyorsun oluyor yikaninca çeki̇yor 2 beden büyük alin ben s aldim şi̇mdi̇ olmuyor,negative,uru i̇yi̇ bedeni̇ni̇ alıyorsun yıkanınca çekiyor beden büyük alın s aldım şi̇mdi̇ olmuyor,negative,4,tr
941,"bu fiyat eder mi bilmem ama ürün ne görselde ki gibi ne de bahsedildiği kalitede çıktı. tamamen amatörce imal edilmiş. beden olarak sıkıntı yaşamadım ancak, kumaşı kesimi ve dikimi profesyonel değil. hepsiburada.com'dan şimdiye dek yapmış olduğum alışverişte beklentimin üzerinde kalitede ürünler geldi ancak bu ürün beni tatmin etmedi.",negative,fiyat eder bilmem ürün görselde bahsedildiği kalitede çıktı amatörce imal edilmiş beden sıkıntı yaşamadım kumaşı kesimi dikimi profesyonel Hepsiburada'cımdan şimdiye dek yapmış olduğum alışverişte beklentimin üzerinde kalitede ürünler geldi ürün tatmin etmedi,negative,3,tr
942,fiyatını göre kalitesi çok düşük ,negative,fiyatını kalitesi düşük,negative,2,tr
943,satıcının ilgisi iyiydi. siparişten sonra aradı ve ölçüyü doğru alıp almadigimizi teyit etti. ancak ürün  elimize ulaştığında üzüldük. çünkü çocuk odasının ışık almasını engellemek için aldığımız siyah perdenin üzerinde  onlarca ufak delik vardı. brillant marka kaliteli kumastir diye sipariş verdik ama hayal kırıklığına uğradık. ,negative,satıcının ilgisi iyiydi siparişten aradı ölçüyü doğru alıp almadığımızı teyit ürün elimize ulaştığında üzüldük çocuk odasının ışık almasını engellemek aldığımız siyah perdenin üzerinde onlarca ufak delik brillant marka kaliteli kümaştır sipariş verdik hayal kırıklığına uğradık,negative,4,tr
944,urun geldi dikimini begenmedim ust kismi dikisi cok.ince arasina tela konulmamis perde dugmeleri arasi bosluklar asagiya dogru sarkik duruyor,negative,ürün geldi dikimini beğenmedim üst kısmı dikişi çekince arasına tela konulmamış perde düğmeleri arası boşluklar aşağıya doğru sarkık duruyor,negative,4,tr
945,parfümlü olması hoş ama zımpara kağıdı gibi.....,negative,parfümlü hoş zımpara kağıdı,negative,0,tr
946,teslimat süper ürün fena değil,negative,teslimat süper ürün fena,negative,0,tr
947,ürün isminden beklendiği kadar kaliteli değil. suyu gördüğü gibi parçalanıyor. ,negative,ürün isminden beklendiği kaliteli suyu gördüğü parçalanıyor,negative,4,tr
948,parfümü az kokulu ve sola dan beklediğimiz kalitede değil.tek katlı çok kötü bir ürün..,negative,parfümü kokulu sola beklediğimiz kalitede değilsek katlı kötü ürün,negative,1,tr
949,kokusu fena değil fakat çok ince aldığıma pişman oldum düşünün derim.,negative,kokusu fena ince aldığıma pişman oldum düşünün derim,negative,3,tr
950,"hb nin hizmet kalitesine lafım yok ama solo kaliteyi baya bir düşürdü, sıradan bir markadan hiç bir farkı kalmadı diyebilirim. bu nedir ya ben solo deyince emici yumaşacık ve dağılmayan bir ürün beklerdim ama tam tersi ile karşılaştım, sanırım marka değiştirmek zorunda kalacağız.",negative,hb hizmet kalitesine lafım yok solo kaliteyi baya düşürdü sıradan markadan farkı kalmadı diyebilirim nedir solo deyince emici yumuşacık dağılmayan ürün beklerdim tersi karşılaştım sanırım marka değiştirmek zorunda kalacağız,negative,2,tr
951,"daha önce farkli bir markanin parfümlüsünü almıştım. kokusu çok güzeldi ancak cilt sağliğina uygun teknolojiden faydanilmadiği için kullanmaktan vazgeçtik. solo'nun ortadaki rulosuna koku uygulaniyormuş, bu nedenle cilde temas etmiyor diye tercih ettim ancak kokusu hiç hoşuma gitmedi. daha çok sabun kokusu gibi, pek sevmediğim bir koku. bunun haricinde şehir merkezine uzak olmama karşin hızlıca kargom teslim edildi.",negative,farklı markanın parfümlüsünü almıştım kokusu güzeldi cilt sağlığına uygun teknolojiden faydanilmadiği kullanmaktan vazgeçtik solonun ortadaki rulosuna koku uygulanılıyormuş cilde temas etmiyor tercih ettim kokusu hoşuma gitmedi sabun kokusu sevmediğim koku haricinde şehir merkezine uzak olmama karşın hızlıca kargom teslim edildi,negative,1,tr
952,aldığım en kötü kağıt havlu. fiyatı indirmişler ama kaliteyi de acayip düşürmüşler.bir daha asla almam. kesinlikle tavsiye etmiyorum.,negative,aldığım kötü kağıt havlu fiyatı indirmişler kaliteyi acayip düşürmüşlerdir almam kesinlikle tavsiye etmiyorum,negative,0,tr
953,"sadece uygun fiyatlı olduğu için alınabilir, kağıt kalitesi çok kötü.",negative,sadece uygun fiyatlı alınabilir kağıt kalitesi kötü,negative,1,tr
954,"kaliteli de çok pahali, artık yeni rakipleri var ve kalite olarak hiçte aşağı değil..",negative,kaliteli pahalı yeni rakipleri kalite hiçte aşağı,negative,4,tr
955,kalitesinin markasız bi havlu kağıttan farkı yok,negative,kalitesinin markasız bir havlu kağıttan farkı yok,negative,1,tr
956,"ürün son derece ince ve dayanıksız, fiyatı dolayısıyla böyle olabileceğni düşünüyorum. alacak olankarın bilmesinde fayda olabilir.",negative,ürün son derece ince dayanıksız fiyatı olabileceğini düşünüyorum alacak olanların bilmesinde fayda olabilir,negative,4,tr
957,hizmet güzel fiyat uygun ama açıkçası solo nun bu tuvalet kağıdı çok kaliteli gelmedi bize.. piyasada çok ucuza satılan adını bilmediğimiz markalardan farksız ,negative,hizmet güzel fiyat uygun açıkçası solo tuvalet kağıdı kaliteli gelmedi piyasada ucuza satılan adını bilmediğimiz markalardan farksız,negative,2,tr
958,kesinlikle selpak kalitesinde değil daha kalın ve suya renk veriyor bir daha almam,negative,kesinlikle selpak kalitesinde kalın suyu renk veriyor almam,negative,3,tr
959,iyi değil,negative,iyi,positive,2,de
960,bu ürün gerçek selpak kalitesinden biraz uzak. topak topak oluyor kullanınca. buda bir çok kişiyi rahatsız eder diye tahmin ediyorum. kokusuna gelince belli bir süre sonra kayboluyor. dedimya alıştığım selpak kalitesi değil. ,negative,ürün gerçek selpak kalitesinden uzak topak topak kullanınca buda kişiyi rahatsız eder tahmin ediyorum kokusuna gelince belli süre kayboluyor dedimya alıştığım selpak kalitesi,negative,2,tr
